ip,app,device,os,channel,hour,day,target
123994,9,1,10,215,17,6,0
209055,9,1,19,134,23,6,0
25539,18,1,10,439,23,6,0
49407,15,2,13,245,16,6,0
102357,18,1,32,121,16,6,0
48615,3,1,19,466,23,6,0
203074,23,1,19,153,23,6,0
98033,18,1,37,121,16,6,0
149573,24,1,18,105,20,6,0
60159,26,1,6,266,23,6,0
135106,1,1,3,115,22,6,0
206406,11,1,17,122,17,6,0
18259,2,1,17,477,22,6,0
112549,13,1,13,400,0,7,0
193480,2,1,25,477,21,6,0
1626,2,1,13,477,17,6,0
48004,12,1,19,140,23,6,0
60314,2,1,3,212,17,6,0
45841,15,1,13,412,22,6,0
8362,15,1,13,245,23,6,0
83561,9,1,41,134,16,6,0
193434,9,1,19,234,16,6,0
43112,18,1,10,121,23,6,0
138434,2,1,25,122,22,6,0
37424,13,1,19,477,16,6,0
114656,3,1,17,115,23,6,0
100380,2,1,19,219,22,6,0
959,12,1,1,481,23,6,0
143640,3,1,13,173,18,6,0
159362,18,1,9,121,17,6,0
167928,3,1,10,480,19,6,0
156983,3,1,19,137,16,6,0
109863,3,1,32,205,22,6,0
172003,3,1,13,480,23,6,0
51017,21,1,19,128,23,6,0
194308,9,1,17,134,17,6,0
15651,8,1,16,145,18,6,0
25104,9,1,13,442,23,6,0
212440,12,1,27,245,23,6,0
97300,9,1,13,442,19,6,0
41112,3,1,19,409,22,6,0
33607,14,1,13,439,18,6,0
97646,160,1,8,457,23,6,0
121557,20,1,20,259,18,6,0
48282,25,1,19,259,18,6,0
57526,1,1,15,153,23,6,0
80827,2,1,18,219,22,6,0
180862,2,1,19,452,23,6,0
102863,12,1,19,245,17,6,0
105433,2,1,19,205,23,6,0
30280,3,1,17,417,21,6,0
191759,9,1,37,445,23,6,0
102475,18,1,15,121,16,6,0
63932,9,1,16,134,23,6,0
97073,21,1,17,128,23,6,0
18703,3,1,18,480,16,6,0
74683,12,1,13,328,23,6,0
79737,18,3032,607,107,21,6,0
11370,25,1,17,259,20,6,0
42103,12,1,8,265,16,6,0
108831,15,1,13,315,18,6,0
142001,9,1,13,234,19,6,0
73279,15,1,19,245,22,6,0
168878,2,1,8,435,23,6,0
97754,12,1,31,124,17,6,0
61288,14,1,13,349,16,6,0
142483,3,1,19,211,22,6,0
73487,1,1,9,134,23,6,0
101268,3,1,13,489,0,7,0
68584,8,1,13,145,23,6,0
39820,15,1,8,111,16,6,0
166455,2,1,9,477,16,6,0
175837,2,1,18,205,22,6,0
46366,12,1,19,497,23,6,0
25761,25,1,13,259,19,6,0
91467,15,1,37,386,0,7,0
171212,9,2,17,134,16,6,0
155213,9,1,13,258,0,7,0
187619,2,1,19,477,16,6,0
123994,3,1,25,379,16,6,0
40710,9,1,19,442,21,6,0
60159,12,1,6,259,16,6,0
113654,3,1,12,173,16,6,0
38684,3,1,22,466,0,7,0
90855,3,2,42,153,16,6,0
120114,12,1,22,424,23,6,0
137052,24,1,13,105,16,6,0
41860,3,1,19,442,23,6,0
86979,3,1,17,480,23,6,0
42307,15,1,19,245,20,6,0
50374,2,1,15,122,23,6,0
144490,24,1,13,105,23,6,0
53715,21,1,10,128,17,6,0
116581,20,1,25,259,18,6,0
108858,15,2,22,3,22,6,0
189174,18,1,35,121,18,6,0
93021,2,1,19,258,23,6,0
26549,18,1,27,107,16,6,0
131298,14,1,13,401,18,6,0
79614,15,2,14,3,16,6,0
64454,64,1,15,459,16,6,0
49410,14,1,22,401,21,6,0
94812,3,1,47,280,0,7,0
147957,25,1,13,259,17,6,0
8536,3,1,19,135,22,6,0
58815,12,1,20,265,19,6,0
60235,3,1,42,115,23,6,0
55853,15,1,18,245,16,6,0
69375,2,1,19,243,21,6,0
61258,15,1,3,245,23,6,0
623,9,1,13,466,17,6,0
123945,15,1,41,140,23,6,0
194253,3,1,22,19,16,6,0
29986,15,1,11,265,21,6,0
86767,14,1,19,134,22,6,0
45227,15,1,19,278,20,6,0
189176,15,1,37,140,21,6,0
114739,9,1,9,234,16,6,0
27268,18,1,19,107,23,6,0
119297,2,1,53,435,17,6,0
107080,8,1,17,145,16,6,0
5348,18,1,30,134,23,6,0
111153,18,2,22,121,20,6,0
75436,18,3032,607,107,17,6,0
124769,2,2,65,237,23,6,0
119346,28,1,8,135,17,6,0
59125,9,1,11,215,18,6,0
188885,83,0,24,171,22,6,0
73516,3,1,13,442,0,7,0
198573,26,1,13,121,22,6,0
15978,2,1,13,477,19,6,0
124927,12,1,25,497,17,6,0
24932,2,1,20,435,23,6,0
41213,1,1,19,118,0,7,0
92766,12,1,13,326,16,6,0
102609,18,1,19,134,0,7,0
192756,12,1,17,409,22,6,0
16453,12,1,19,178,16,6,0
85072,17,1,13,280,22,6,0
103463,24,1,17,105,18,6,0
83184,12,1,19,328,18,6,0
70552,3,1,19,402,16,6,0
67751,11,1,41,319,0,7,0
76966,15,1,15,379,22,6,0
78252,21,1,47,128,0,7,0
114346,11,1,9,219,22,6,0
114276,18,1,13,121,23,6,0
76811,8,1,13,145,23,6,0
73487,13,1,13,477,23,6,0
32252,9,1,8,134,23,6,0
103147,12,1,19,140,19,6,0
8104,2,1,19,452,0,7,0
25705,2,1,6,205,23,6,0
37424,3,1,3,417,17,6,0
191991,2,1,13,205,22,6,0
189063,14,2,58,123,17,6,0
66898,15,1,13,245,16,6,0
57760,9,1,26,215,23,6,0
180739,9,1,13,334,16,6,0
74224,9,1,13,215,19,6,0
57296,15,1,35,245,16,6,0
79787,9,1,32,215,23,6,0
80781,25,1,13,259,17,6,0
58677,21,1,13,128,22,6,0
80405,2,1,13,212,16,6,0
201582,3,1,14,173,16,6,0
167368,14,1,20,401,23,6,0
60235,2,1,19,435,19,6,0
45416,3,2,17,402,22,6,0
203736,9,1,1,334,22,6,0
81812,15,1,6,140,22,6,0
106308,18,1,9,107,0,7,0
81696,20,1,13,259,16,6,0
207471,12,1,13,245,23,6,0
193316,12,1,18,178,17,6,0
102990,3,1,22,137,23,6,0
100748,9,1,15,442,23,6,0
136883,11,1,19,469,16,6,0
175642,14,1,19,379,0,7,0
112577,3,1,31,489,0,7,0
23260,6,1,22,459,17,6,0
17452,2,1,11,435,16,6,0
33629,3,1,13,135,22,6,0
103783,9,1,19,134,20,6,0
53871,9,1,19,334,23,6,0
148621,18,1,10,449,19,6,0
56829,12,1,37,245,16,6,0
117637,18,1,25,107,17,6,0
119734,64,1,19,459,19,6,0
77285,2,1,6,469,16,6,0
5589,14,1,13,379,23,6,0
93119,20,1,19,259,23,6,0
122489,9,1,13,215,21,6,0
144253,2,1,19,237,17,6,0
172801,12,2,13,178,23,6,0
19247,9,1,18,442,21,6,0
28895,9,1,19,134,16,6,0
62906,3,1,9,280,0,7,0
84758,18,1,20,121,16,6,0
42112,9,1,19,232,22,6,0
30922,2,1,13,122,18,6,0
86767,21,1,19,128,16,6,0
131846,15,1,15,130,22,6,0
14320,10,1,19,377,23,6,0
43888,11,1,17,469,22,6,0
105560,18,1,22,121,16,6,0
2348,1,2,16,134,23,6,0
88506,15,1,13,259,0,7,0
70274,12,1,43,259,18,6,0
122231,14,1,19,401,0,7,0
45248,3,1,13,442,22,6,0
113498,18,1,19,134,16,6,0
95199,9,1,11,134,16,6,0
8492,9,1,19,215,0,7,0
15596,3,1,13,19,16,6,0
84040,3,1,14,280,16,6,0
124780,9,1,13,134,17,6,0
118222,9,1,19,466,23,6,0
29128,14,1,20,379,20,6,0
93523,9,1,37,244,18,6,0
182227,18,1,14,107,18,6,0
77285,3,1,41,417,20,6,0
48451,12,1,13,140,19,6,0
172042,9,1,22,134,23,6,0
18648,18,1,15,107,0,7,0
83366,55,1,19,406,23,6,0
31421,18,1,35,107,16,6,0
126029,2,1,13,122,21,6,0
28011,18,1,19,107,17,6,0
18178,18,1,19,121,19,6,0
41358,13,1,13,477,22,6,0
71643,21,1,37,128,22,6,0
3363,12,1,19,19,23,6,0
16257,18,1,13,439,23,6,0
115562,15,2,65,245,17,6,0
47670,2,1,47,219,0,7,0
67197,12,1,6,328,16,6,0
118625,2,1,19,237,22,6,0
211390,14,1,19,379,23,6,0
26511,3,1,19,379,23,6,0
184754,12,1,37,265,23,6,0
208920,20,2,13,259,20,6,0
59064,3,1,13,135,16,6,0
182972,28,1,13,135,16,6,0
125036,3,1,25,280,16,6,0
111025,18,1,17,439,23,6,0
92735,14,1,2,379,16,6,0
67322,3,1,3,280,0,7,0
73487,13,1,19,477,0,7,0
60083,14,1,15,480,18,6,0
56246,3,1,13,452,16,6,0
59125,12,1,13,178,16,6,0
89278,64,1,19,459,16,6,0
193097,2,1,20,364,16,6,0
95177,3,1,19,173,23,6,0
114735,8,1,13,145,16,6,0
144507,2,1,16,477,17,6,0
113594,12,1,13,178,22,6,0
197976,15,1,19,3,22,6,0
9234,12,1,13,245,19,6,0
71348,28,1,13,135,22,6,0
103616,3,1,13,137,21,6,0
145300,1,1,13,134,16,6,0
112668,3,1,9,452,19,6,0
120546,8,1,1,145,19,6,0
71076,15,1,37,315,22,6,0
201589,14,1,6,463,0,7,0
85150,3,1,19,409,22,6,0
58288,23,1,19,153,16,6,0
110617,28,1,13,135,23,6,0
95766,9,1,17,466,23,6,0
222,15,1,10,245,16,6,0
205405,14,1,41,442,0,7,0
58934,12,1,19,328,17,6,0
12948,18,1,19,107,23,6,0
119434,12,1,13,265,18,6,0
94168,3,1,27,452,17,6,0
67494,9,1,8,134,17,6,0
84896,215,3032,607,347,23,6,0
157071,12,1,15,245,16,6,0
43279,2,1,13,477,18,6,0
63878,15,1,20,245,19,6,0
108602,14,1,13,349,23,6,0
71579,12,1,13,328,18,6,0
79332,9,1,32,215,16,6,0
99960,18,1,19,121,17,6,0
41378,8,1,13,145,23,6,0
151188,18,1,19,439,23,6,0
174272,2,1,19,477,22,6,0
93789,15,1,31,480,17,6,0
98762,15,1,13,140,23,6,0
119349,15,1,8,245,17,6,0
315,12,1,10,245,17,6,0
69375,21,1,13,128,21,6,0
109743,8,1,17,145,18,6,0
75517,29,1,22,343,16,6,0
55145,1,1,13,153,23,6,0
134046,1,1,19,135,17,6,0
93860,18,3032,607,107,22,6,0
108341,2,1,23,205,19,6,0
84736,23,1,13,153,16,6,0
135350,1,1,9,134,18,6,0
21950,9,1,13,134,16,6,0
49642,12,1,31,259,17,6,0
2600,2,1,19,477,16,6,0
69117,9,1,16,215,16,6,0
121835,12,1,13,205,16,6,0
119734,3,1,20,115,16,6,0
103909,27,1,13,153,22,6,0
108913,18,1,13,107,18,6,0
71380,15,1,25,245,19,6,0
92735,12,1,13,326,21,6,0
68186,12,1,32,481,21,6,0
120546,3,1,9,137,23,6,0
25092,3,1,8,417,19,6,0
117011,15,1,13,130,23,6,0
100806,11,1,17,173,16,6,0
81859,24,1,25,178,21,6,0
136960,2,1,19,122,23,6,0
70160,12,1,19,245,21,6,0
173844,9,1,11,134,23,6,0
114083,3,1,53,137,16,6,0
147153,15,1,13,379,23,6,0
210035,9,1,19,334,0,7,0
596,20,1,10,259,17,6,0
81792,15,1,15,140,20,6,0
196854,21,1,19,128,23,6,0
116253,64,1,13,459,17,6,0
5036,15,1,25,140,23,6,0
22572,24,1,18,105,22,6,0
49147,9,1,27,258,23,6,0
12450,9,1,17,215,0,7,0
44067,18,1,18,121,16,6,0
163268,15,1,20,140,22,6,0
183074,18,1,20,121,20,6,0
134466,2,1,19,258,16,6,0
39117,24,1,19,105,23,6,0
81937,15,1,18,245,16,6,0
105475,14,1,13,349,17,6,0
203245,2,2,10,364,16,6,0
98476,3,1,8,480,16,6,0
53806,2,1,17,435,23,6,0
37474,2,1,14,435,0,7,0
25152,3,1,41,173,17,6,0
50358,9,1,11,134,23,6,0
120075,2,1,17,477,16,6,0
208781,12,1,17,19,23,6,0
206660,1,1,37,349,23,6,0
21341,27,1,19,153,16,6,0
111235,12,1,19,328,17,6,0
111025,12,1,20,245,17,6,0
184845,8,1,16,145,16,6,0
69133,2,1,10,219,0,7,0
127360,18,1,20,107,0,7,0
113686,15,1,19,379,16,6,0
20266,2,1,32,477,19,6,0
60725,12,1,22,178,21,6,0
159761,2,1,13,364,16,6,0
199047,3,1,25,205,16,6,0
1439,14,1,13,463,0,7,0
169452,8,1,13,145,16,6,0
73516,9,1,13,258,0,7,0
51901,23,1,13,153,23,6,0
186168,12,1,19,205,23,6,0
15898,9,1,47,244,22,6,0
180077,12,1,22,178,22,6,0
37892,18,1,12,107,23,6,0
201655,3,1,13,442,23,6,0
39035,12,1,19,245,17,6,0
3241,23,1,13,153,0,7,0
51864,9,1,42,134,17,6,0
85988,14,1,13,442,22,6,0
63267,18,1,19,107,23,6,0
209663,9,2,22,134,16,6,0
11574,9,1,22,232,21,6,0
47325,18,1,8,439,22,6,0
17464,15,1,13,265,23,6,0
29678,18,1,15,439,16,6,0
42176,13,1,10,477,17,6,0
109734,1,1,19,125,21,6,0
22352,26,1,19,266,18,6,0
170619,3,1,13,173,17,6,0
110707,11,1,13,325,16,6,0
202954,3,1,17,173,16,6,0
153038,3,1,41,130,16,6,0
60523,3,1,9,480,20,6,0
105560,3,1,25,205,23,6,0
211879,15,1,19,245,19,6,0
15877,12,1,13,259,23,6,0
60791,12,1,13,178,23,6,0
39166,15,1,1,265,16,6,0
194117,15,1,6,245,23,6,0
46482,20,1,9,259,0,7,0
133119,64,1,19,459,23,6,0
147957,26,1,25,266,18,6,0
918,3,1,13,409,22,6,0
122822,15,1,37,412,23,6,0
95962,2,1,13,219,18,6,0
56242,2,1,10,122,16,6,0
85056,24,1,53,105,23,6,0
75843,1,1,13,134,17,6,0
106778,8,1,25,145,18,6,0
97028,23,1,15,153,23,6,0
100045,3,1,8,115,23,6,0
207641,15,1,9,245,21,6,0
103036,15,1,22,245,16,6,0
151977,9,1,19,445,16,6,0
164740,12,1,13,122,16,6,0
114314,2,1,37,477,18,6,0
124551,21,1,19,128,0,7,0
81776,1,1,19,134,18,6,0
1584,9,1,20,215,23,6,0
28273,12,1,6,178,16,6,0
20295,2,2,10,477,19,6,0
198424,20,1,13,259,18,6,0
8035,12,1,17,409,19,6,0
39303,9,1,18,215,20,6,0
38300,3,1,13,371,0,7,0
2348,8,1,13,145,21,6,0
168863,25,1,13,259,16,6,0
147957,3,1,19,130,22,6,0
120452,12,1,13,178,16,6,0
44222,15,1,13,140,16,6,0
84774,14,1,17,123,16,6,0
28739,9,1,13,215,21,6,0
2076,15,1,13,245,20,6,0
112385,9,1,47,215,16,6,0
44744,2,1,35,477,18,6,0
71739,9,1,1,232,22,6,0
14475,3,1,25,19,23,6,0
149959,26,1,19,266,19,6,0
23455,24,1,10,105,23,6,0
51486,9,1,53,232,17,6,0
164777,18,1,19,121,19,6,0
93021,3,1,19,371,0,7,0
59125,3,1,22,402,19,6,0
2600,1,1,18,134,16,6,0
3095,12,1,19,178,23,6,0
61089,1,1,10,134,18,6,0
100785,15,1,28,245,17,6,0
63109,12,1,8,178,16,6,0
168093,2,1,19,452,23,6,0
183543,3,1,17,489,23,6,0
96224,20,1,15,259,18,6,0
85625,1,1,13,178,0,7,0
77403,18,1,19,134,20,6,0
62170,9,1,13,234,0,7,0
16281,13,1,13,477,17,6,0
131450,15,1,23,140,23,6,0
59290,12,1,13,265,23,6,0
153335,23,1,28,153,23,6,0
68123,8,1,13,145,23,6,0
183087,12,2,9,265,23,6,0
4466,18,1,16,134,22,6,0
56791,14,1,16,442,19,6,0
59081,15,1,19,379,17,6,0
73487,1,1,22,134,23,6,0
8430,15,1,13,140,17,6,0
55910,2,1,13,364,18,6,0
78473,107,1,22,171,17,6,0
133862,9,1,13,215,23,6,0
44328,23,1,13,153,22,6,0
34104,3,1,13,442,22,6,0
99906,1,1,13,134,16,6,0
55690,2,1,13,364,17,6,0
50924,3,1,37,115,18,6,0
199887,2,1,18,219,23,6,0
192735,15,1,1,245,17,6,0
45054,2,1,13,435,22,6,0
80833,24,1,1,105,17,6,0
13496,14,1,6,439,23,6,0
172900,18,1,10,121,23,6,0
20488,21,2,19,128,17,6,0
89592,21,1,13,128,23,6,0
191801,15,1,19,140,18,6,0
138316,21,1,28,128,16,6,0
20361,8,1,13,145,18,6,0
143208,12,1,37,205,23,6,0
95111,6,1,6,459,22,6,0
67708,21,1,35,128,19,6,0
102280,3,2,40,130,16,6,0
183835,3,1,19,137,16,6,0
64013,18,1,20,121,18,6,0
102149,15,1,17,3,16,6,0
72226,14,1,17,379,17,6,0
55024,6,1,19,125,22,6,0
132684,9,1,14,134,23,6,0
26619,2,1,13,364,19,6,0
99754,18,1,23,134,0,7,0
8599,15,1,17,265,22,6,0
71810,12,1,13,245,21,6,0
173091,12,1,19,178,22,6,0
35155,12,1,8,178,22,6,0
37556,9,1,27,134,21,6,0
105587,15,2,19,245,17,6,0
114904,3,1,13,115,16,6,0
36589,20,1,19,259,17,6,0
73516,15,1,3,140,16,6,0
123855,18,1,13,107,23,6,0
130137,15,1,22,245,16,6,0
27232,3,1,13,137,22,6,0
129412,14,1,26,134,23,6,0
17149,2,1,31,205,22,6,0
156594,3,1,19,409,0,7,0
118866,15,1,6,412,22,6,0
17357,8,1,19,140,17,6,0
173844,8,1,11,145,23,6,0
114276,12,1,13,178,22,6,0
63311,25,1,19,259,17,6,0
17149,12,1,13,259,16,6,0
120468,15,1,19,111,23,6,0
66254,15,1,9,265,18,6,0
34245,18,1,8,121,18,6,0
178020,20,1,13,259,21,6,0
8179,12,1,13,140,0,7,0
31816,12,1,10,122,21,6,0
116831,2,1,13,219,17,6,0
210961,13,1,13,469,21,6,0
41895,2,1,18,212,17,6,0
67800,3,1,14,173,16,6,0
12969,1,1,26,135,23,6,0
95766,12,1,6,245,19,6,0
198866,64,1,19,459,22,6,0
208746,6,1,17,459,16,6,0
169352,12,1,13,245,19,6,0
113255,15,1,19,245,17,6,0
111219,15,1,25,265,22,6,0
106200,9,1,19,215,23,6,0
5314,18,1,26,134,0,7,0
110596,12,1,10,245,16,6,0
129771,15,1,20,140,23,6,0
37788,21,1,17,128,23,6,0
54157,15,1,13,245,23,6,0
9923,9,2,22,234,17,6,0
29095,12,1,1,140,19,6,0
73278,15,1,13,245,16,6,0
47313,3,1,13,211,23,6,0
12207,15,1,41,245,17,6,0
18860,18,1,13,439,16,6,0
25097,2,2,13,237,0,7,0
101395,11,1,53,319,22,6,0
187970,9,1,13,334,23,6,0
194308,15,1,13,386,22,6,0
42132,3,1,18,173,20,6,0
76167,2,1,19,435,23,6,0
205197,9,1,13,232,23,6,0
99895,8,1,19,145,22,6,0
17572,15,1,13,245,21,6,0
165815,6,1,19,459,23,6,0
122996,15,1,13,245,22,6,0
36173,18,1,19,107,23,6,0
114878,2,1,19,205,20,6,0
1909,12,1,18,409,23,6,0
3964,12,1,137,409,16,6,0
137214,9,1,13,134,16,6,0
93715,3,1,6,130,23,6,0
165085,24,1,8,178,17,6,0
20132,12,1,13,409,23,6,0
71687,26,1,13,266,16,6,0
124285,14,1,37,349,16,6,0
102372,9,1,13,215,17,6,0
29801,13,1,32,469,23,6,0
9224,12,1,12,205,23,6,0
24012,6,1,17,459,20,6,0
84414,21,1,25,128,18,6,0
106795,64,1,41,459,22,6,0
165039,64,1,25,459,0,7,0
2713,3,1,12,379,19,6,0
105216,14,1,13,379,20,6,0
113429,8,1,18,145,16,6,0
145656,18,1,17,121,17,6,0
34337,15,2,9,245,22,6,0
22964,18,1,19,121,22,6,0
114794,14,1,8,379,18,6,0
102122,15,1,19,379,23,6,0
25041,11,1,22,173,23,6,0
91661,2,1,8,205,17,6,0
9607,13,1,18,477,23,6,0
15411,3,1,16,424,17,6,0
176749,18,1,10,107,17,6,0
23980,8,1,25,145,18,6,0
169081,14,1,16,379,21,6,0
98622,12,3032,607,178,23,6,0
108881,15,1,14,3,0,7,0
14267,2,1,37,477,22,6,0
104582,2,1,8,122,23,6,0
84968,12,1,3,212,0,7,0
191880,15,1,19,245,19,6,0
84934,18,1,13,107,21,6,0
52676,12,1,13,178,22,6,0
5729,15,1,34,386,22,6,0
202119,15,1,23,245,22,6,0
44673,12,1,19,205,22,6,0
73516,18,1,17,121,23,6,0
211122,9,1,19,134,17,6,0
48828,20,1,6,259,22,6,0
111219,3,1,13,489,16,6,0
48170,2,1,22,237,22,6,0
100149,9,1,19,134,23,6,0
133522,9,1,17,134,23,6,0
112179,2,1,13,219,23,6,0
59343,11,1,17,173,19,6,0
52010,9,2,13,234,23,6,0
195950,15,2,19,3,19,6,0
121948,9,1,19,134,19,6,0
207550,21,1,13,128,22,6,0
77107,3,1,10,466,23,6,0
206445,8,1,19,145,16,6,0
190194,268,3032,607,347,0,7,0
92766,15,1,6,412,22,6,0
83268,2,1,13,243,18,6,0
1091,9,1,13,215,0,7,0
56245,1,1,19,135,23,6,0
81736,15,1,6,245,22,6,0
144578,18,1,19,121,21,6,0
68947,27,1,13,153,23,6,0
767,14,1,13,489,0,7,0
80827,14,1,22,401,23,6,0
209663,2,1,13,205,16,6,0
69395,18,1,12,107,23,6,0
71601,11,1,14,481,19,6,0
9587,3,1,10,379,23,6,0
88743,12,1,19,497,0,7,0
119349,64,1,19,459,20,6,0
179707,2,1,13,477,22,6,0
115690,2,1,19,477,23,6,0
120947,2,1,16,477,16,6,0
35610,82,1,2,21,23,6,0
196403,18,1,16,121,16,6,0
40056,12,1,13,178,16,6,0
114734,9,1,13,232,17,6,0
60136,28,1,27,135,17,6,0
108913,3,1,3,452,17,6,0
26949,2,1,17,477,19,6,0
98052,15,1,19,245,16,6,0
23290,2,1,13,477,21,6,0
111493,3,1,10,489,20,6,0
44056,14,1,15,480,21,6,0
203079,9,1,19,215,16,6,0
123733,14,1,16,489,21,6,0
17450,9,1,10,134,19,6,0
53645,2,1,18,219,17,6,0
17149,15,1,19,480,23,6,0
44537,9,1,10,134,22,6,0
40286,3,1,47,280,0,7,0
83288,3,1,25,137,18,6,0
160115,9,1,40,215,22,6,0
81571,15,1,13,245,20,6,0
71575,3,1,13,137,17,6,0
67708,3,1,13,452,18,6,0
95199,9,1,19,244,17,6,0
129201,12,1,19,265,23,6,0
83690,9,1,41,215,17,6,0
187444,20,2,13,259,16,6,0
130824,18,1,8,107,16,6,0
117898,2,1,19,205,22,6,0
58708,2,1,13,377,0,7,0
86291,1,1,18,134,23,6,0
24329,2,1,13,469,20,6,0
52933,3,1,13,135,16,6,0
13714,18,3032,607,107,17,6,0
171808,12,1,13,245,17,6,0
52043,8,2,79,259,21,6,0
32913,12,1,13,328,22,6,0
193056,14,1,20,401,17,6,0
189746,12,1,10,328,0,7,0
27461,11,1,53,319,18,6,0
119369,18,1,15,134,17,6,0
185784,21,1,28,128,16,6,0
74412,21,1,18,128,23,6,0
134813,13,1,36,477,23,6,0
145810,13,1,13,477,23,6,0
86438,1,1,13,134,18,6,0
188387,64,1,13,459,16,6,0
133522,12,1,19,245,17,6,0
108341,21,1,15,128,16,6,0
51871,12,1,13,265,16,6,0
114461,2,2,13,205,22,6,0
1632,12,1,10,140,0,7,0
39742,18,1,13,107,22,6,0
188611,64,1,13,459,23,6,0
98362,9,1,19,134,16,6,0
90509,3,1,42,379,18,6,0
31624,12,1,18,424,0,7,0
166845,9,1,13,215,16,6,0
45374,9,1,19,134,16,6,0
44349,26,1,6,266,16,6,0
187960,2,1,17,477,16,6,0
1780,9,1,13,445,0,7,0
195819,18,1,13,107,23,6,0
50512,3,2,13,211,16,6,0
105560,12,1,1,178,16,6,0
2343,9,1,13,442,18,6,0
182548,3,1,13,379,16,6,0
107513,9,2,58,215,0,7,0
210430,11,1,13,487,0,7,0
96690,3,1,13,489,19,6,0
74571,3,1,25,424,16,6,0
8863,3,1,6,442,23,6,0
153289,3,1,27,379,18,6,0
86088,9,1,19,134,23,6,0
118229,18,1,19,121,21,6,0
12213,18,1,13,107,21,6,0
96903,15,1,53,315,22,6,0
49694,18,1,14,439,17,6,0
20126,3,1,22,466,21,6,0
27870,2,1,16,477,23,6,0
53479,15,1,19,412,23,6,0
159204,12,1,19,178,22,6,0
62054,2,1,14,477,16,6,0
101069,2,1,13,477,20,6,0
77048,110,3032,607,347,23,6,0
114220,3,1,13,137,16,6,0
66152,8,1,20,145,23,6,0
212041,26,1,20,266,23,6,0
139476,14,1,18,480,16,6,0
201182,12,1,18,212,18,6,0
79857,12,1,19,178,17,6,0
163392,12,1,19,178,22,6,0
205495,9,1,1,215,19,6,0
36370,20,2,17,259,17,6,0
12058,15,1,32,245,23,6,0
23983,3,1,6,137,18,6,0
151739,11,1,9,325,0,7,0
109673,3,1,18,280,0,7,0
202255,3,1,35,30,23,6,0
105475,18,1,10,121,17,6,0
67439,13,1,19,469,19,6,0
2683,12,1,8,259,23,6,0
209663,15,1,8,245,16,6,0
80886,18,1,19,107,22,6,0
17357,3,1,1,280,16,6,0
97603,24,2,11,105,17,6,0
106972,9,2,13,134,23,6,0
16426,18,1,18,107,18,6,0
146710,2,1,27,364,17,6,0
86897,12,1,25,242,16,6,0
73516,12,1,14,242,18,6,0
67442,15,1,25,245,16,6,0
119289,15,2,36,245,16,6,0
73516,3,2,26,153,21,6,0
71448,9,1,10,134,22,6,0
51992,12,1,13,259,23,6,0
89113,3,1,8,173,16,6,0
38124,14,1,19,439,0,7,0
92872,6,1,17,459,18,6,0
183108,2,1,6,364,20,6,0
138871,13,1,20,469,16,6,0
103839,3,1,22,115,22,6,0
78138,13,1,12,477,16,6,0
85530,12,1,19,140,0,7,0
5314,2,1,3,122,23,6,0
46996,11,1,17,122,23,6,0
29767,12,1,13,328,22,6,0
159261,2,1,19,377,16,6,0
73487,15,1,13,245,17,6,0
54895,21,1,13,128,18,6,0
111517,1,1,8,150,23,6,0
121559,18,1,17,107,23,6,0
94059,12,1,19,178,22,6,0
106887,8,1,20,145,17,6,0
8994,18,1,8,107,23,6,0
136973,12,1,13,245,23,6,0
91104,3,1,13,452,18,6,0
21789,3,1,12,480,22,6,0
109260,14,1,22,401,17,6,0
80306,9,1,13,134,16,6,0
92735,12,1,19,245,20,6,0
81725,13,1,22,477,22,6,0
193023,18,1,17,376,21,6,0
56730,12,1,19,178,0,7,0
102622,12,1,19,145,16,6,0
105264,28,1,19,135,0,7,0
32335,9,1,13,134,0,7,0
1881,9,1,13,334,23,6,0
145896,14,1,19,480,21,6,0
36059,12,1,13,178,16,6,0
109273,3,1,28,489,23,6,0
12540,15,1,13,430,22,6,0
74816,15,1,19,130,23,6,0
7088,15,1,3,140,16,6,0
67606,12,1,16,326,23,6,0
50251,8,1,19,145,16,6,0
86926,3,1,20,130,21,6,0
72967,24,2,58,105,23,6,0
81662,12,2,9,265,0,7,0
204490,3,1,4,115,21,6,0
87879,1,1,13,137,16,6,0
7625,18,1,15,121,21,6,0
56013,8,1,13,145,0,7,0
42327,15,1,12,315,18,6,0
72131,86,1,37,21,23,6,0
106524,15,1,19,412,23,6,0
113449,15,1,8,430,21,6,0
201182,9,1,32,466,0,7,0
74924,17,1,9,280,19,6,0
90485,2,2,3,122,20,6,0
38300,1,1,13,134,22,6,0
57519,18,1,19,134,16,6,0
46674,9,1,2,215,21,6,0
59062,9,1,8,134,23,6,0
154431,12,1,13,259,0,7,0
92544,18,1,19,134,16,6,0
24700,9,1,13,134,16,6,0
95820,26,1,22,266,23,6,0
109703,3,1,13,424,23,6,0
195,1,1,12,452,17,6,0
95691,3,1,19,442,18,6,0
53454,15,2,9,245,22,6,0
68434,9,1,13,134,16,6,0
5348,9,1,18,134,23,6,0
109735,9,1,19,232,17,6,0
54033,160,1,14,457,23,6,0
192478,15,1,28,245,23,6,0
74221,3,1,17,409,23,6,0
87877,15,1,19,245,17,6,0
64400,9,1,13,134,0,7,0
76765,2,1,18,435,23,6,0
60348,21,2,13,128,18,6,0
158615,15,1,19,245,16,6,0
31533,2,2,9,122,16,6,0
24608,46,0,0,347,23,6,0
